CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
04.032.433/0001-80;2023-06-30;2;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;019100;ITR;130639;2023-08-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130639
04.032.433/0001-80;2023-09-30;1;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;019100;ITR;132760;2023-11-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132760
04.032.433/0001-80;2023-09-30;2;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;019100;ITR;132771;2023-11-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132771
04.038.763/0001-82;2023-03-31;1;CAIANDA PARTICIPACOES S.A.;019097;ITR;126556;2023-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126556
04.038.763/0001-82;2023-06-30;1;CAIANDA PARTICIPACOES S.A.;019097;ITR;130081;2023-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130081
04.038.763/0001-82;2023-09-30;1;CAIANDA PARTICIPACOES S.A.;019097;ITR;131758;2023-11-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131758
04.065.053/0001-41;2023-03-31;1;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;027391;ITR;131313;2023-10-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131313
04.065.053/0001-41;2023-06-30;1;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;027391;ITR;131318;2023-10-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131318
04.065.053/0001-41;2023-09-30;1;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;027391;ITR;132941;2023-12-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132941
04.065.791/0001-99;2023-03-31;1;SINQIA S.A.;022799;ITR;125923;2023-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125923
04.065.791/0001-99;2023-06-30;1;SINQIA S.A.;022799;ITR;129937;2023-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129937
04.065.791/0001-99;2023-09-30;1;SINQIA S.A.;022799;ITR;132604;2023-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132604
04.069.709/0001-02;2023-03-31;1;BIONEXO S.A.;025925;ITR;126872;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126872
04.069.709/0001-02;2023-03-31;2;BIONEXO S.A.;025925;ITR;126998;2023-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126998
04.069.709/0001-02;2023-06-30;1;BIONEXO S.A.;025925;ITR;130597;2023-08-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130597
04.069.709/0001-02;2023-09-30;1;BIONEXO S.A.;025925;ITR;132652;2023-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132652
04.089.570/0001-50;2023-03-31;1;ÁGUAS GUARIROBA S.A;023442;ITR;125838;2023-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125838
04.089.570/0001-50;2023-06-30;1;ÁGUAS GUARIROBA S.A;023442;ITR;129938;2023-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129938
04.089.570/0001-50;2023-09-30;1;ÁGUAS GUARIROBA S.A;023442;ITR;131973;2023-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131973
04.149.454/0001-80;2023-03-31;1;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;019453;ITR;126000;2023-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126000
04.149.454/0001-80;2023-06-30;1;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;019453;ITR;129490;2023-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129490
04.149.454/0001-80;2023-09-30;1;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;019453;ITR;132031;2023-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132031
04.172.213/0001-51;2023-03-31;1;CIA PIRATININGA DE FORCA E LUZ;019275;ITR;126346;2023-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126346
04.172.213/0001-51;2023-06-30;1;CIA PIRATININGA DE FORCA E LUZ;019275;ITR;130031;2023-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130031
04.172.213/0001-51;2023-09-30;1;CIA PIRATININGA DE FORCA E LUZ;019275;ITR;132103;2023-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132103
04.212.396/0001-91;2023-03-31;1;AGASUS S.A.;027324;ITR;131208;2023-10-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131208
04.212.396/0001-91;2023-06-30;1;AGASUS S.A.;027324;ITR;131212;2023-10-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131212
04.212.396/0001-91;2023-09-30;1;AGASUS S.A.;027324;ITR;132627;2023-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132627
04.233.319/0001-18;2023-03-31;1;NCF PARTICIPAÇÕES S/A;024015;ITR;126524;2023-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126524
04.233.319/0001-18;2023-06-30;1;NCF PARTICIPAÇÕES S/A;024015;ITR;130194;2023-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130194
04.233.319/0001-18;2023-09-30;1;NCF PARTICIPAÇÕES S/A;024015;ITR;132373;2023-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132373
04.368.865/0001-66;2023-03-31;1;LIGGA TELECOMUNICAÇÕES S.A.;027367;ITR;130763;2023-08-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130763
04.368.865/0001-66;2023-06-30;1;LIGGA TELECOMUNICAÇÕES S.A.;027367;ITR;130767;2023-08-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130767
04.368.865/0001-66;2023-09-30;1;LIGGA TELECOMUNICAÇÕES S.A.;027367;ITR;132647;2023-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132647
04.368.898/0001-06;2023-03-31;1;COPEL DISTRIBUIÇÃO S.A.;026808;ITR;126195;2023-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126195
04.368.898/0001-06;2023-06-30;1;COPEL DISTRIBUIÇÃO S.A.;026808;ITR;130440;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130440
04.368.898/0001-06;2023-09-30;1;COPEL DISTRIBUIÇÃO S.A.;026808;ITR;131984;2023-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131984
04.370.282/0001-70;2023-03-31;1;COPEL GERAÇÃO E TRANSMISSÃO S.A.;024740;ITR;126190;2023-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126190
04.370.282/0001-70;2023-06-30;1;COPEL GERAÇÃO E TRANSMISSÃO S.A.;024740;ITR;130428;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130428
04.370.282/0001-70;2023-09-30;1;COPEL GERAÇÃO E TRANSMISSÃO S.A.;024740;ITR;131983;2023-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131983
04.423.567/0001-21;2023-03-31;1;ENEVA S.A;021237;ITR;126795;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126795
04.423.567/0001-21;2023-03-31;2;ENEVA S.A;021237;ITR;126895;2023-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126895
04.423.567/0001-21;2023-06-30;1;ENEVA S.A;021237;ITR;130077;2023-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130077
04.423.567/0001-21;2023-09-30;1;ENEVA S.A;021237;ITR;132404;2023-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132404
04.437.534/0001-30;2023-03-31;1;LOCAMÉRICA RENT-A-CAR S.A.;021555;ITR;126789;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126789
04.437.534/0001-30;2023-06-30;1;LOCAMÉRICA RENT-A-CAR S.A.;021555;ITR;130442;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130442
04.437.534/0001-30;2023-09-30;1;LOCAMÉRICA RENT-A-CAR S.A.;021555;ITR;132416;2023-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132416
04.739.720/0001-24;2023-03-31;1;USINA TERMELÉTRICA PAMPA SUL S.A.;024945;ITR;125904;2023-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125904
04.739.720/0001-24;2023-06-30;1;USINA TERMELÉTRICA PAMPA SUL S.A.;024945;ITR;130416;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130416
04.739.720/0001-24;2023-09-30;1;USINA TERMELÉTRICA PAMPA SUL S.A.;024945;ITR;132564;2023-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132564
04.752.991/0001-10;2023-03-31;1;BIOMM S.A.;019305;ITR;126377;2023-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126377
04.752.991/0001-10;2023-06-30;1;BIOMM S.A.;019305;ITR;129996;2023-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129996
04.752.991/0001-10;2023-09-30;1;BIOMM S.A.;019305;ITR;132256;2023-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132256
04.821.041/0001-08;2023-03-31;1;METALFRIO SOLUTIONS S.A.;020613;ITR;128571;2023-06-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128571
04.821.041/0001-08;2023-06-30;1;METALFRIO SOLUTIONS S.A.;020613;ITR;130580;2023-08-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130580
04.821.041/0001-08;2023-06-30;2;METALFRIO SOLUTIONS S.A.;020613;ITR;130599;2023-08-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130599
04.821.041/0001-08;2023-09-30;1;METALFRIO SOLUTIONS S.A.;020613;ITR;132656;2023-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132656
04.895.728/0001-80;2023-03-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;ITR;126416;2023-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126416
04.895.728/0001-80;2023-06-30;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;ITR;130060;2023-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130060
04.895.728/0001-80;2023-06-30;2;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;ITR;130124;2023-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130124
04.895.728/0001-80;2023-09-30;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;ITR;131921;2023-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131921
04.902.979/0001-44;2023-03-31;1;BCO AMAZONIA S.A.;000922;ITR;126521;2023-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126521
04.902.979/0001-44;2023-06-30;1;BCO AMAZONIA S.A.;000922;ITR;130441;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130441
04.902.979/0001-44;2023-09-30;1;BCO AMAZONIA S.A.;000922;ITR;132341;2023-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132341
04.912.242/0001-02;2023-03-31;1;PORTUENSE FERRAGENS S/A;009717;ITR;126614;2023-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126614
04.912.242/0001-02;2023-06-30;1;PORTUENSE FERRAGENS S/A;009717;ITR;130271;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130271
04.912.242/0001-02;2023-09-30;1;PORTUENSE FERRAGENS S/A;009717;ITR;131998;2023-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131998
04.913.711/0001-08;2023-03-31;1;BCO ESTADO DO PARA S.A.;001171;ITR;131164;2023-09-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131164
04.913.711/0001-08;2023-03-31;2;BCO ESTADO DO PARA S.A.;001171;ITR;131205;2023-10-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131205
04.913.711/0001-08;2023-06-30;1;BCO ESTADO DO PARA S.A.;001171;ITR;132864;2023-11-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132864
04.913.711/0001-08;2023-06-30;2;BCO ESTADO DO PARA S.A.;001171;ITR;132880;2023-12-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132880
04.913.711/0001-08;2023-09-30;1;BCO ESTADO DO PARA S.A.;001171;ITR;132865;2023-11-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132865
04.913.711/0001-08;2023-09-30;2;BCO ESTADO DO PARA S.A.;001171;ITR;132879;2023-12-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132879
04.972.092/0001-22;2023-03-31;1;GRUPO FARTURA DE HORTIFRUT S.A.;026166;ITR;126595;2023-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126595
04.972.092/0001-22;2023-06-30;1;GRUPO FARTURA DE HORTIFRUT S.A.;026166;ITR;130435;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130435
04.972.092/0001-22;2023-09-30;1;GRUPO FARTURA DE HORTIFRUT S.A.;026166;ITR;132519;2023-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132519
04.986.320/0001-13;2023-03-31;1;SER EDUCACIONAL S.A.;023221;ITR;126722;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126722
04.986.320/0001-13;2023-06-30;1;SER EDUCACIONAL S.A.;023221;ITR;130415;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130415
04.986.320/0001-13;2023-09-30;1;SER EDUCACIONAL S.A.;023221;ITR;132475;2023-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132475
04.992.714/0001-84;2023-03-31;1;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;024708;ITR;126839;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126839
04.992.714/0001-84;2023-06-30;1;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;024708;ITR;130443;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130443
04.992.714/0001-84;2023-09-30;1;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;024708;ITR;132428;2023-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132428
05.197.443/0001-38;2023-03-31;1;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;024392;ITR;126842;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126842
05.197.443/0001-38;2023-06-30;1;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;024392;ITR;129913;2023-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129913
05.197.443/0001-38;2023-09-30;1;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;024392;ITR;131946;2023-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131946
05.303.439/0001-07;2023-03-31;1;UNIGEL PARTICIPAÇÕES S.A.;026301;ITR;126596;2023-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126596
05.303.439/0001-07;2023-06-30;1;UNIGEL PARTICIPAÇÕES S.A.;026301;ITR;133235;2023-12-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133235
05.303.439/0001-07;2023-09-30;1;UNIGEL PARTICIPAÇÕES S.A.;026301;ITR;133270;2023-12-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133270
05.336.882/0001-84;2023-03-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;ITR;126729;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126729
05.336.882/0001-84;2023-06-30;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;ITR;129695;2023-08-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129695
05.336.882/0001-84;2023-09-30;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;ITR;131844;2023-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131844
05.347.060/0001-07;2023-03-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;ITR;127498;2023-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127498
05.347.060/0001-07;2023-06-30;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;ITR;130417;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130417
05.347.060/0001-07;2023-09-30;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;ITR;132645;2023-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132645
05.878.397/0001-32;2023-03-31;1;ALLOS S.A.;022357;ITR;126743;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126743
05.878.397/0001-32;2023-03-31;2;ALLOS S.A.;022357;ITR;127224;2023-05-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127224
05.878.397/0001-32;2023-06-30;1;ALLOS S.A.;022357;ITR;130344;2023-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130344
05.878.397/0001-32;2023-09-30;1;ALLOS S.A.;022357;ITR;132423;2023-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132423
05.917.486/0001-40;2023-03-31;1;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;025895;ITR;126400;2023-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126400
05.917.486/0001-40;2023-03-31;2;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;025895;ITR;128547;2023-06-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128547
05.917.486/0001-40;2023-06-30;1;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;025895;ITR;130064;2023-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130064
05.917.486/0001-40;2023-09-30;1;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;025895;ITR;132119;2023-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132119
06.016.348/0001-53;2023-03-31;1;VENTOS DO SUL ENERGIA S.A.;024767;ITR;126744;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126744
06.016.348/0001-53;2023-06-30;1;VENTOS DO SUL ENERGIA S.A.;024767;ITR;130516;2023-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130516
06.016.348/0001-53;2023-09-30;1;VENTOS DO SUL ENERGIA S.A.;024767;ITR;132400;2023-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132400
06.047.087/0001-39;2023-03-31;1;REDE D'OR SÃO LUIZ S.A.;024821;ITR;126868;2023-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126868
06.047.087/0001-39;2023-06-30;1;REDE D'OR SÃO LUIZ S.A.;024821;ITR;129930;2023-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129930
06.047.087/0001-39;2023-09-30;1;REDE D'OR SÃO LUIZ S.A.;024821;ITR;131872;2023-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131872
